**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20200322175037
Nombre de usuario: DESKTOP-2TAB682\HAG
Usuario RunAs: DESKTOP-2TAB682\HAG
Nombre de la configuración: 
Máquina: DESKTOP-2TAB682 (Microsoft Windows NT 10.0.18363.0)
Aplicación host: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Id. de proceso: 7932
PSVersion: 5.1.18362.628
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.18362.628
BuildVersion: 10.0.18362.628
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
La transcripción ha comenzado. El archivo de salida es C:\Users\HAG\Documents\PowerShell_transcript.DESKTOP-2TAB682.utloSND0.20200322175037.txt
PS C:\Users\HAG> get-process |ft –Property ID,Name, Responding -AutoSize

   Id Name                                                           Responding
                                                                                                                                                                                   e
----        ---------------- ------------------- ----------- ------- -----------                                      ----------------- ----------- ----------- ------------------ ------------
SCPolicySvc {RpcSs}                        False       False   False Directiva de extracción de tarjetas inteligentes {}                .           SCPolicySvc {RpcSs}
RpcLocator  {}                             False       False   False Ubicador de llamada a procedimiento remoto (RPC) {}                .           RpcLocator  {}


   Status: Running

Name   RequiredServices    CanPauseAndContinue CanShutdown CanStop DisplayName                                  DependentServices MachineName ServiceName ServicesDependedOn  ServiceHandle Sta
                                                                                                                                                                                            tus
----   ----------------    ------------------- ----------- ------- -----------                                  ----------------- ----------- ----------- ------------------  ------------- ---
RasMan {SstpSvc, DnsCache}               False        True    True Administrador de conexiones de acceso remoto {RemoteAccess}    .           RasMan      {SstpSvc, DnsCache}               ing


   Status: Stopped

Name         RequiredServices                  CanPauseAndContinue CanShutdown CanStop DisplayName                                                DependentServices MachineName ServiceName  Se
                                                                                                                                                                                             rv
                                                                                                                                                                                             ic
                                                                                                                                                                                             es
                                                                                                                                                                                             De
                                                                                                                                                                                             pe
                                                                                                                                                                                             nd
                                                                                                                                                                                             ed
                                                                                                                                                                                             On
----         ----------------                  ------------------- ----------- ------- -----------                                                ----------------- ----------- -----------  --
RemoteAccess {Http, RasMan, RpcSS, Bfe}                      False       False   False Enrutamiento y acceso remoto                               {}                .           RemoteAccess {H
QWAVE        {QWAVEdrv, rpcss, LLTDIO, psched}               False       False   False Experiencia de calidad de audio y vídeo de Windows (qWave) {}                .           QWAVE        {Q
RasAuto      {RasAcd}                                        False       False   False Administrador de conexiones automáticas de acceso remoto   {}                .           RasAuto      {R


   Status: Running

Name         RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                         DependentServices MachineName ServiceName  ServicesDependedOn ServiceHandle  Status S
                                                                                                                                                                                              e
                                                                                                                                                                                              r
                                                                                                                                                                                              v
                                                                                                                                                                                              i
                                                                                                                                                                                              c
                                                                                                                                                                                              e
                                                                                                                                                                                              T
                                                                                                                                                                                              y
                                                                                                                                                                                              p
                                                                                                                                                                                              e
----         ---------------- ------------------- ----------- ------- -----------                         ----------------- ----------- -----------  ------------------ -------------  ------ -
RmSvc        {RpcSs}                        False       False    True Servicio de administración de radio {}                .           RmSvc        {RpcSs}                          Running s
RpcEptMapper {}                             False       False   False Asignador de extremos de RPC                          .           RpcEptMapper {}                               Running s


   Status: Stopped

Name                 RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                               DependentServices MachineName ServiceName          ServicesDependedOn S
                                                                                                                                                                                              e
                                                                                                                                                                                              r
                                                                                                                                                                                              v
                                                                                                                                                                                              i
                                                                                                                                                                                              c
                                                                                                                                                                                              e
                                                                                                                                                                                              H
                                                                                                                                                                                              a
                                                                                                                                                                                              n
                                                                                                                                                                                              d
                                                                                                                                                                                              l
                                                                                                                                                                                              e
----                 ---------------- ------------------- ----------- ------- -----------                               ----------------- ----------- -----------          ------------------ -
RemoteRegistry       {RPCSS}                        False       False   False Registro remoto                           {}                .           RemoteRegistry       {RPCSS}
RetailDemo           {}                             False       False   False Servicio de prueba comercial              {}                .           RetailDemo           {}
TieringEngineService {}                             False       False   False Administración de capas de almacenamiento {}                .           TieringEngineService {}


   Status: Running

Name                RequiredServices                      CanPauseAndContinue CanShutdown CanStop DisplayName                                           DependentServices  MachineName ServiceN
                                                                                                                                                                                       ame
----                ----------------                      ------------------- ----------- ------- -----------                                           -----------------  ----------- --------
WinHttpAutoProxySvc {Dhcp}                                              False        True   False Servicio de detección automática de proxy web WinHTTP {NcaSvc, iphlpsvc} .           WinHt...
Winmgmt             {RPCSS}                                              True        True    True Instrumental de administración de Windows             {NcaSvc, iphlpsvc} .           Winmgmt
WinDefend           {RpcSs}                                             False        True    True Servicio de Antivirus de Windows Defender             {}                 .           WinDe...
WindscribeService   {}                                                  False        True    True WindscribeService                                     {}                 .           Winds...
WlanSvc             {wcmsvc, RpcSs, nativewifip, Ndisuio}               False        True    True Configuración automática de WLAN                      {}                 .           WlanSvc


   Status: Stopped

Name      RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                           DependentServices MachineName ServiceName ServicesDependedOn ServiceHa
                                                                                                                                                                                      ndle
----      ---------------- ------------------- ----------- ------- -----------                                           ----------------- ----------- ----------- ------------------ ---------
wlidsvc   {RpcSs}                        False       False   False Ayudante para el inicio de sesión de cuenta Microsoft {}                .           wlidsvc     {RpcSs}
WinRM     {RPCSS, HTTP}                  False       False   False Administración remota de Windows (WS-Management)      {}                .           WinRM       {RPCSS, HTTP}
wisvc     {rpcss}                        False       False   False Servicio de Windows Insider                           {}                .           wisvc       {rpcss}
WiaRpc    {RpcSs}                        False       False   False Eventos de adquisición de imágenes estáticas          {}                .           WiaRpc      {RpcSs}
WebClient {MRxDAV}                       False       False   False Cliente web                                           {}                .           WebClient   {MRxDAV}
Wecsvc    {Eventlog, HTTP}               False       False   False Recopilador de eventos de Windows                     {}                .           Wecsvc      {Eventlog, HTTP}


   Status: Running

Name          RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                    DependentServices MachineName ServiceName   ServicesDepen
                                                                                                                                                                                  dedOn
----          ---------------- ------------------- ----------- ------- -----------                                                    ----------------- ----------- -----------   -------------
WdiSystemHost {}                             False        True    True Host de sistema de diagnóstico                                 {}                .           WdiSystemHost {}
WdNisSvc      {WdNisDrv}                     False       False    True Servicio de inspección de red de Antivirus de Windows Defender {}                .           WdNisSvc      {WdNisDrv}


   Status: Stopped

Name          RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                        DependentServices MachineName ServiceName   ServicesD
                                                                                                                                                                                      ependedOn
----          ---------------- ------------------- ----------- ------- -----------                                                        ----------------- ----------- -----------   ---------
WerSvc        {}                             False       False   False Servicio Informe de errores de Windows                             {}                .           WerSvc        {}
WFDSConMgrSvc {RpcSs}                        False       False   False Servicio de administrador de conexiones con servicios Wi-Fi Direct {}                .           WFDSConMgrSvc {RpcSs}
WEPHOSTSVC    {rpcss}                        False       False   False Servicio host de proveedor de cifrado de Windows                   {}                .           WEPHOSTSVC    {rpcss}
wercplsupport {}                             False       False   False Ayuda del Panel de control de Informes de problemas y soluciones   {}                .           wercplsupport {}
wuauserv      {rpcss}                        False       False   False Windows Update                                                     {}                .           wuauserv      {rpcss}
WwanSvc       {RpcSs, NdisUio}               False       False   False Configuración automática de WWAN                                   {wlpasvc}         .           WwanSvc       {RpcSs...


   Status: Running

Name    RequiredServices              CanPauseAndContinue CanShutdown CanStop DisplayName         DependentServices               MachineName ServiceName ServicesDependedOn            Service
                                                                                                                                                                                        Handle
----    ----------------              ------------------- ----------- ------- -----------         -----------------               ----------- ----------- ------------------            -------
wscsvc  {RpcSs}                                     False        True    True Centro de seguridad {}                              .           wscsvc      {RpcSs}
WSearch {RPCSS, BrokerInfrastructure}               False        True    True Windows Search      {workfolderssvc, WMPNetworkSvc} .           WSearch     {RPCSS, BrokerInfrastructure}


   Status: Stopped

Name           RequiredServices              CanPauseAndContinue CanShutdown CanStop DisplayName                                  DependentServices MachineName ServiceName    ServicesDepended
                                                                                                                                                                               On
----           ----------------              ------------------- ----------- ------- -----------                                  ----------------- ----------- -----------    ----------------
XboxGipSvc     {}                                          False       False   False Xbox Accessory Management Service            {}                .           XboxGipSvc     {}
XboxNetApiSvc  {KeyIso, IKEEXT, mpssvc, BFE}               False       False   False Servicio de red de Xbox Live                 {}                .           XboxNetApiSvc  {KeyIso, IKEE...
XblAuthManager {RpcSs}                                     False       False   False Administración de autenticación de Xbox Live {XblGameSave}     .           XblAuthManager {RpcSs}
XblGameSave    {XblAuthManager, UserManager}               False       False   False Partida guardada en Xbox Live                {}                .           XblGameSave    {XblAuthManag...


   Status: Running

Name                 RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                         DependentServices MachineName ServiceName
----                 ---------------- ------------------- ----------- ------- -----------                                                         ----------------- ----------- -----------
WpnUserService_b1dca {}                             False       False    True Servicio de usuario de notificaciones de inserción de Windows_b1dca {}                .           WpnUserServi...


   Status: Stopped

Name          RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                        DependentServices MachineName ServiceName   ServicesD
                                                                                                                                                                                      ependedOn
----          ---------------- ------------------- ----------- ------- -----------                                                        ----------------- ----------- -----------   ---------
wmiApSrv      {}                             False       False   False Adaptador de rendimiento de WMI                                    {}                .           wmiApSrv      {}
WMPNetworkSvc {WSearch, http}                False       False   False Servicio de uso compartido de red del Reproductor de Windows Media {}                .           WMPNetworkSvc {WSear...
wlpasvc       {RpcSs, WwanSvc}               False       False   False Servicio de asistente para perfil local                            {}                .           wlpasvc       {RpcSs...
WManSvc       {rpcss}                        False       False   False Servicio de administración de Windows                              {}                .           WManSvc       {rpcss}
WPDBusEnum    {RpcSs}                        False       False   False Servicio enumerador de dispositivos portátiles                     {}                .           WPDBusEnum    {RpcSs}


   Status: Running

Name       RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                    DependentServices MachineName ServiceName ServicesDependedOn
----       ---------------- ------------------- ----------- ------- -----------                                                    ----------------- ----------- ----------- ------------------
WpnService {rpcss}                        False       False    True Servicio del sistema de notificaciones de inserción de Windows {}                .           WpnService  {rpcss}


   Status: Stopped

Name           RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName         DependentServices MachineName ServiceName    ServicesDependedOn ServiceHandle  Status   ServiceType
----           ---------------- ------------------- ----------- ------- -----------         ----------------- ----------- -----------    ------------------ -------------  ------   -----------
workfolderssvc {RpcSs, wsearch}               False       False   False Carpetas de trabajo {}                .           workfolderssvc {RpcSs, wsearch}                 Stopped ...areProcess
WpcMonSvc      {}                             False       False   False Control parental    {}                .           WpcMonSvc      {}                               Stopped ...OwnProcess


   Status: Running

Name           RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                             DependentServices          MachineName ServiceName    ServicesDependedOn Servic
                                                                                                                                                                                         eHandl
                                                                                                                                                                                         e
----           ---------------- ------------------- ----------- ------- -----------                             -----------------          ----------- -----------    ------------------ ------
WdiServiceHost {}                             False        True    True Host del servicio de diagnóstico        {}                         .           WdiServiceHost {}
UserManager    {RpcSs, ProfSvc}               False       False    True Administrador de usuarios               {XblGameSave, TokenBroker} .           UserManager    {RpcSs, ProfSvc}
UsoSvc         {rpcss}                        False        True    True Servicio Orquestador de actualizaciones {}                         .           UsoSvc         {rpcss}


   Status: Stopped

Name     RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName              DependentServices MachineName ServiceName ServicesDependedOn ServiceHandle  Status       ServiceType
----     ---------------- ------------------- ----------- ------- -----------              ----------------- ----------- ----------- ------------------ -------------  ------       -----------
upnphost {HTTP, SSDPSRV}                False       False   False Dispositivo host de UPnP {}                .           upnphost    {HTTP, SSDPSRV}                  Stopped Win32ShareProcess


   Status: Running

Name              RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                      DependentServices MachineName ServiceName       ServicesDependedOn ServiceHandle St
                                                                                                                                                                                             at
                                                                                                                                                                                             us
----              ---------------- ------------------- ----------- ------- -----------                      ----------------- ----------- -----------       ------------------ ------------- --
UserDataSvc_b1dca {}                             False       False    True Acceso a datos de usuarios_b1dca {}                .           UserDataSvc_b1dca {}                               ng


   Status: Stopped

Name               RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                              DependentServices MachineName ServiceName        ServicesDependedOn Servic
                                                                                                                                                                                         eHandl
                                                                                                                                                                                         e
----               ---------------- ------------------- ----------- ------- -----------                              ----------------- ----------- -----------        ------------------ ------
vds                {RpcSs}                        False       False   False Disco virtual                            {}                .           vds                {RpcSs}
vmicguestinterface {}                             False       False   False Interfaz de servicio invitado de Hyper-V {}                .           vmicguestinterface {}
VacSvc             {RpcSs}                        False       False   False Servicio Volumetric Audio Compositor     {}                .           VacSvc             {RpcSs}


   Status: Running

Name              RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                     DependentServices                                 MachineName Servic
                                                                                                                                                                                         eName
----              ---------------- ------------------- ----------- ------- -----------                                     -----------------                                 ----------- ------
VaultSvc          {rpcss}                        False        True    True Administrador de credenciales                   {}                                                .           Vau...
UnistoreSvc_b1dca {}                             False       False    True Almacenamiento de datos de usuarios_b1dca       {UserDataSvc_b1dca, PimIndexMaintenanceSvc_b1dca} .           Uni...
TrkWks            {RpcSs}                        False        True    True Cliente de seguimiento de vínculos distribuidos {}                                                .           TrkWks


   Status: Stopped

Name               RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                   DependentServices MachineName ServiceName        ServicesDependedOn S
                                                                                                                                                                                              e
                                                                                                                                                                                              r
                                                                                                                                                                                              v
                                                                                                                                                                                              i
                                                                                                                                                                                              c
                                                                                                                                                                                              e
                                                                                                                                                                                              H
                                                                                                                                                                                              a
                                                                                                                                                                                              n
                                                                                                                                                                                              d
                                                                                                                                                                                              l
                                                                                                                                                                                              e
----               ---------------- ------------------- ----------- ------- -----------                                   ----------------- ----------- -----------        ------------------ -
TroubleshootingSvc {rpcss}                        False       False   False Servicio de solución de problemas recomendado {}                .           TroubleshootingSvc {rpcss}


   Status: Running

Name          RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                  DependentServices MachineName ServiceName   ServicesDependedOn ServiceHandle  Status Servic
                                                                                                                                                                                          eType
----          ---------------- ------------------- ----------- ------- -----------                  ----------------- ----------- -----------   ------------------ -------------  ------ ------
TimeBrokerSvc {}                             False       False    True Agente de eventos de tiempo                    .           TimeBrokerSvc {}                               Running ...ess
TokenBroker   {UserManager}                  False       False    True Administrador de cuentas web {}                .           TokenBroker   {UserManager}                    Running ...ess


   Status: Stopped

Name            RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                             DependentServices MachineName ServiceName     ServicesDepended
                                                                                                                                                                               On
----            ---------------- ------------------- ----------- ------- -----------                                             ----------------- ----------- -----------     ----------------
UevAgentService {}                             False       False   False Servicio de virtualización de la experiencia de usuario {}                .           UevAgentService {}


   Status: Running

Name         RequiredServices     CanPauseAndContinue CanShutdown CanStop DisplayName                                                            DependentServices MachineName ServiceName  Ser
                                                                                                                                                                                            vic
                                                                                                                                                                                            esD
                                                                                                                                                                                            epe
                                                                                                                                                                                            nde
                                                                                                                                                                                            dOn
----         ----------------     ------------------- ----------- ------- -----------                                                            ----------------- ----------- -----------  ---
UmRdpService {RDPDR, TermService}               False        True    True Redirector de puerto en modo usuario de Servicios de Escritorio remoto {}                .           UmRdpService {RD


   Status: Stopped

Name             RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                             DependentServices MachineName ServiceName      ServicesDependedOn ServiceHand
                                                                                                                                                                                    le
----             ---------------- ------------------- ----------- ------- -----------                             ----------------- ----------- -----------      ------------------ -----------
TrustedInstaller {}                             False       False   False Instalador de módulos de Windows        {}                .           TrustedInstaller {}
tzautoupdate     {}                             False       False   False Actualizador de zona horaria automática {}                .           tzautoupdate     {}
WalletService    {}                             False       False   False WalletService                           {}                .           WalletService    {}
WarpJITSvc       {}                             False       False   False WarpJITSvc                              {}                .           WarpJITSvc       {}
W32Time          {}                             False       False   False Hora de Windows                         {}                .           W32Time          {}
WaaSMedicSvc     {rpcss}                        False       False   False Windows Update Medic Service            {}                .           WaaSMedicSvc     {rpcss}


   Status: Running

Name   RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                            DependentServices MachineName ServiceName ServicesDependedOn ServiceHandle  Status Servi
                                                                                                                                                                                          ceTyp
                                                                                                                                                                                              e
----   ---------------- ------------------- ----------- ------- -----------                            ----------------- ----------- ----------- ------------------ -------------  ------ -----
Wcmsvc {RpcSs, NSI}                   False        True    True Administrador de conexiones de Windows {WlanSvc, icssvc} .           Wcmsvc      {RpcSs, NSI}                     Running ...ss


   Status: Stopped

Name     RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                 DependentServices MachineName ServiceName ServicesDependedOn Serv
                                                                                                                                                                                           iceH
                                                                                                                                                                                           andl
                                                                                                                                                                                           e
----     ---------------- ------------------- ----------- ------- -----------                                                 ----------------- ----------- ----------- ------------------ ----
wcncsvc  {rpcss}                        False       False   False Registrador de configuración de Windows Connect Now         {}                .           wcncsvc     {rpcss}
wbengine {}                             False       False   False Servicio del módulo de copia de seguridad a nivel de bloque {}                .           wbengine    {}


   Status: Running

Name     RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                    DependentServices MachineName ServiceName ServicesDependedOn ServiceHandle  Status ServiceType
----     ---------------- ------------------- ----------- ------- -----------                    ----------------- ----------- ----------- ------------------ -------------  ------ -----------
WbioSrvc {RpcSs}                        False       False    True Servicio biométrico de Windows {}                .           WbioSrvc    {RpcSs}                          Running ...eProcess


   Status: Stopped

Name                             RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                                DependentServices MachineName ServiceName
----                             ---------------- ------------------- ----------- ------- -----------                                                ----------------- ----------- -----------
VSStandardCollectorService150    {}                             False       False   False Visual Studio Standard Collector Service 150               {}                .           VSStandar...
vmicrdv                          {}                             False       False   False Servicio de virtualización de Escritorio remoto de Hyper-V {}                .           vmicrdv
vmicshutdown                     {}                             False       False   False Servicio de cierre de invitado de Hyper-V                  {}                .           vmicshutdown
vmicheartbeat                    {}                             False       False   False Servicio de latido de Hyper-V                              {}                .           vmicheart...
vmickvpexchange                  {}                             False       False   False Servicio de intercambio de datos de Hyper-V                {}                .           vmickvpex...
vmicvss                          {}                             False       False   False Solicitante de instantáneas de volumen de Hyper-V          {}                .           vmicvss
VSS                              {RPCSS}                        False       False   False Instantáneas de volumen                                    {}                .           VSS
vmictimesync                     {VmGid}                        False       False   False Servicio de sincronización de hora de Hyper-V              {}                .           vmictimesync
vmicvmsession                    {}                             False       False   False Servicio PowerShell Direct de Hyper-V                      {}                .           vmicvmses...
DeviceAssociationBrokerSvc_b1dca {}                             False       False   False DeviceAssociationBroker_b1dca                              {}                .           DeviceAss...


   Status: Running

Name                     RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                            DependentServices MachineName ServiceName              ServicesDepende
                                                                                                                                                                                dOn
----                     ---------------- ------------------- ----------- ------- -----------                            ----------------- ----------- -----------              ---------------
DeviceAssociationService {}                             False        True    True Servicio de asociación de dispositivos {}                .           DeviceAssociationService {}
DcomLaunch               {}                             False       False   False Iniciador de procesos de servidor DCOM                   .           DcomLaunch               {}


   Status: Stopped

Name                      RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                                      DependentServices MachineName ServiceName               Ser
                                                                                                                                                                                            vic
                                                                                                                                                                                            esD
                                                                                                                                                                                            epe
                                                                                                                                                                                            nde
                                                                                                                                                                                            dOn
----                      ---------------- ------------------- ----------- ------- -----------                                      ----------------- ----------- -----------               ---
defragsvc                 {RPCSS}                        False       False   False Optimizar unidades                               {}                .           defragsvc                 {RP
DevicesFlowUserSvc_b1dca  {}                             False       False   False DevicesFlow_b1dca                                {}                .           DevicesFlowUserSvc_b1dca  {}
DevQueryBroker            {}                             False       False   False Agente de detección en segundo plano de DevQuery {}                .           DevQueryBroker            {}
DeviceInstall             {}                             False       False   False Servicio de instalación de dispositivos          {}                .           DeviceInstall             {}
DevicePickerUserSvc_b1dca {}                             False       False   False DevicePicker_b1dca                               {}                .           DevicePickerUserSvc_b1dca {}
CscService                {RpcSs}                        False       False   False Archivos sin conexión                            {}                .           CscService                {Rp
ConsentUxUserSvc_b1dca    {}                             False       False   False ConsentUX_b1dca                                  {}                .           ConsentUxUserSvc_b1dca    {}


   Status: Running

Name                   RequiredServices CanPauseAndContinue CanShutdown CanStop DisplayName                               DependentServices MachineName ServiceName            ServicesDepended
                                                                                                                                                                               On
----                   ---------------- ------------------- ----------- ------- -----------                               ----------------- ----------- -----------            ----------------
CoreMessagingRegistrar {rpcss}                        False       False   False CoreMessaging                             {}                .           CoreMessagingRegistrar {rpcss}
ClipSVC                {rpcss}                        False        True    True Servicio de licencia de cliente (ClipSVC) {}                .           ClipSVC                {rpcss}


   Status: Stopped

Name                                     RequiredServices           CanPauseAndContinue CanShutdown CanStop DisplayName                              DependentServices MachineName ServiceName
